Symbol,Volume_mean,Volume_std,Volume_Change_perc,Volume_Change_std,Close_Change_perc_mean,Close_Change_perc_std,Adj_Close_Change_perc_mean,Adj_Close_Change_perc_std,first_close_price,last_close_price,first_trade_date,last_trade_date,Sector,Industry,Volatility
gtls,424342.9124886053,360731.939208,16.962563038750854,133.362677,0.1201063575758058,3.717552,0.1201063575758058,3.717552,15.199999809265137,136.3300018310547,2006-07-26,2023-12-29,Industrials,Metal Fabrications,0.5901430846770475
gtn,559921.3753261275,602124.500385,24.44757793233924,135.400935,0.0913558717502343,4.450609,0.0969752427843222,4.450897,11.75,8.960000038146973,2002-08-30,2023-12-29,Industrials,Broadcasting,0.706512275807152
gty,77460.5893985913,139884.726509,115.76872624889371,926.617936,0.0739684040203825,2.622526,0.0901960498677422,2.610831,0.3553169965744018,29.21999931335449,1973-05-03,2023-12-29,Real Estate,Real Estate Investment Trusts,0.4163130961680586
gut,77565.14044487741,83091.308715,15.504415178954204,76.211558,0.0071124602721199,1.705019,0.0413380976729724,1.692569,8.5625,5.420000076293945,1999-07-12,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.27066337527840223
gva,308459.2981856739,351102.202651,52.71020386626606,520.195559,0.0621341529639531,2.661718,0.0679489181159921,2.66224,5.333333015441895,50.86000061035156,1990-04-20,2023-12-29,Industrials,Military/Government/Technical,0.42253463329105323
gwre,581634.4322344322,493079.859152,14.909085447701532,79.277376,0.0859589179946357,2.205742,0.0859589179946357,2.205742,17.1200008392334,109.04000091552734,2012-01-25,2023-12-29,Technology,Computer Software: Prepackaged Software,0.35015068730221394
gww,347898.24314827827,360000.398512,76.97168677737,619.924463,0.0555416521446912,1.727557,0.0604689441646154,1.727243,4.546875,828.6900024414062,1973-02-21,2023-12-29,Industrials,Office Equipment/Supplies/Services,0.2742411718613287
h,601878.2083684359,572476.204488,17.511421681179772,98.19588,0.0638205743681313,2.030477,0.0644954835836617,2.030171,28.0,130.41000366210938,2009-11-05,2023-12-29,Consumer Discretionary,Hotels/Resorts,0.3223282310901898
hae,338468.27636540565,349640.818737,36.33408482688565,218.826313,0.0558805291336919,2.151034,0.0558805291336919,2.151034,5.9375,85.51000213623047,1991-05-10,2023-12-29,Health Care,Medical/Dental Instruments,0.3414660615386707
hal,6516118.635755478,7397333.366169,13.164483054829285,69.205926,0.049698868089087,2.538722,0.0580977488074093,2.538034,3.946057081222534,36.150001525878906,1972-06-01,2023-12-29,Energy,Oilfield Services/Equipment,0.4030096235957112
hasi,506262.2263450835,722406.520309,18.679315468448404,122.412312,0.0634394451068023,2.462382,0.0840748384850469,2.452478,11.399999618530272,27.57999992370605,2013-04-18,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3908910242905109
hbb,37421.31979695432,48925.707747,30.550091993650792,148.02517,0.0252817993719271,3.571668,0.0348169793902047,3.568481,31.0,17.489999771118164,2017-09-26,2023-12-29,Consumer Discretionary,Home Furnishings,0.5669847176212467
hbi,4986369.855471439,4024989.971587,11.887289019963283,70.459794,0.0351884400524337,2.791628,0.0419515442376683,2.792542,5.277500152587891,4.460000038146973,2006-09-06,2023-12-29,Consumer Discretionary,Clothing/Shoe/Accessory Stores,0.4431572064602773
hbm,642634.0762620838,939650.092659,42.03053242116573,226.478632,0.0759712606966053,3.704244,0.0779455286751513,3.703932,4.139999866485596,5.519999980926514,2009-02-17,2023-12-29,Basic Materials,Metal Mining,0.5880305051701886
hca,2548504.993796526,2558021.725277,12.53775470958734,84.216108,0.0907233921888456,2.159536,0.0990586384495197,2.144925,31.020000457763672,270.67999267578125,2011-03-10,2023-12-29,Health Care,Hospital/Nursing Management,0.3428157121974709
hcc,818335.3846153846,574376.210926,11.25184196921255,59.928722,0.1344110137836581,3.483937,0.1863497764253379,3.339917,18.0,60.970001220703125,2017-04-13,2023-12-29,Energy,Coal Mining,0.5530578531249862
hci,90852.71824359644,107322.355518,73.62073290640522,817.507943,0.1093372620689994,2.832511,0.122456134046183,2.829157,6.099999904632568,87.4000015258789,2008-09-15,2023-12-29,Finance,Property-Casualty Insurers,0.44964718151129246
hcxy,3982.110469909316,6405.44721,157.2586948061056,650.154619,0.0128168526683001,1.328758,0.0377752694162538,1.334436,24.049999237060547,25.25,2018-09-27,2023-12-29,Finance,Investment Managers,0.2109337932352538
hd,7467083.450272096,6095039.319621,19.03895130214882,136.103911,0.1144166227018956,2.30624,0.1194401575142568,2.306558,0.0299949999898672,346.54998779296875,1981-09-22,2023-12-29,Consumer Discretionary,RETAIL: Building Materials,0.36610425021777604
hdb,2072542.408655552,1975276.046858,75.0866210274969,1353.254677,0.0976858522265334,2.448125,0.1004087840752916,2.448167,1.465999960899353,67.11000061035156,2001-07-20,2023-12-29,Finance,Commercial Banks,0.3886277957040001
he,270950.86213622533,1057834.078546,40.1854723275593,236.160365,0.0157021936467983,1.43216,0.0312866854019143,1.423343,7.1875,14.1899995803833,1973-02-21,2023-12-29,Utilities,Power Generation,0.22734835185925586
hei,316476.4141150112,393960.447952,78.04626200765568,487.134309,0.098470063098352,2.557803,0.1004763686308157,2.557097,0.154118001461029,178.8699951171875,1980-03-17,2023-12-29,Industrials,Aerospace,0.4060386384416966
hep,159625.06960081882,386272.791728,28.45453478849304,170.345545,0.0355639234065036,2.257306,0.0639654104516025,2.241218,12.274999618530272,20.450000762939453,2004-07-08,2023-11-30,Energy,Natural Gas Distribution,0.358336218538438
heq,47901.95645313979,32240.418512,18.196018510416668,88.859572,-0.0143893564160953,1.204524,0.0223804378360342,1.164257,20.030000686645508,10.050000190734863,2011-05-27,2023-12-29,Finance,Investment Managers,0.19121225713252588
hes,2226042.7497509285,1922675.349855,14.194331491938406,73.530274,0.0552266071689124,2.391086,0.0606083640650542,2.390678,7.7708330154418945,144.16000366210938,1980-03-17,2023-12-29,Energy,Oil & Gas Production,0.37957313516209124
hesm,306206.3679245283,499329.115998,31.48140403539823,148.5631,0.0510132290127555,2.729402,0.0795611463626674,2.71099,25.600000381469727,31.6299991607666,2017-04-05,2023-12-29,Energy,Oil & Gas Production,0.43327913519533895
hfro,264709.95475113124,258709.236618,23.27103226843467,189.069415,-0.0361547448596272,1.345688,-0.0029833785328558,1.334083,15.5,7.690000057220459,2017-11-06,2023-12-29,Finance,Finance/Investors Services,0.2136213474170332
hglb,105424.3842364532,76336.196916,22.73882201314709,123.672088,-0.0248900916192731,1.921015,0.0217312555016827,1.899366,13.43000030517578,7.860000133514404,2019-03-01,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.3049516772894847
hgv,917984.650369528,860642.094679,14.897297321387942,81.342427,0.0636678079215476,2.770127,0.0636678079215476,2.770127,25.850000381469727,40.18000030517578,2017-01-04,2023-12-29,Consumer Discretionary,Hotels/Resorts,0.4397440285239253
hhh,215773.67784829251,228611.020088,16.056592095525996,109.881461,0.0493788437921976,2.245384,0.0493788437921976,2.245384,38.0,85.55000305175781,2010-11-05,2023-12-29,Real Estate,Real Estate Investment Trusts,0.35644365971060726
hi,311412.6764112903,254769.515193,14.902157124527353,101.219424,0.0389384780528519,2.029837,0.050025961057642,2.027188,23.14999961853028,47.84999847412109,2008-03-28,2023-12-29,Consumer Discretionary,Miscellaneous manufacturing industries,0.32222663423984493
hie,72815.2972027972,55833.040843,21.409313359422825,95.326985,-0.0118415367205873,1.758859,0.0242531024878642,1.743154,20.049999237060547,10.609999656677246,2014-11-26,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.27921021031366533
hig,3259820.5724001136,5039076.051355,10.056518025931698,57.036886,0.0657291912555649,3.202908,0.0742962150214259,3.20506,24.875,80.37999725341797,1995-12-15,2023-12-29,Finance,Property-Casualty Insurers,0.508445882413156
hii,350072.5746268657,293178.853538,11.956931921617418,81.095291,0.0746241795319338,1.696121,0.0802133611288385,1.695717,37.4900016784668,259.6400146484375,2011-03-22,2023-12-29,Industrials,Marine Transportation,0.26925086156845107
hims,1834799.2149165848,1779125.890018,768.8405574194497,9177.290101,0.0671913423322305,3.948153,0.0671913423322305,3.948153,9.800000190734863,8.899999618530273,2019-09-13,2023-12-29,Health Care,Medical/Nursing Services,0.6267498585620158
hio,230170.6487341772,185486.989316,12.197491191085325,65.147009,-0.0081688369738684,1.182972,0.0272951414900272,1.170272,12.25,3.859999895095825,1993-11-16,2023-12-29,Finance,Finance/Investors Services,0.18779098319716203
hiw,564815.2606125739,551709.098663,27.758140188499254,271.293721,0.0219530415696638,2.041544,0.0459964527928137,2.038105,21.25,22.959999084472656,1994-06-08,2023-12-29,Real Estate,Real Estate Investment Trusts,0.32408506287576294
hix,227345.7790192427,159328.413988,10.49248938274096,59.298991,-0.0082828612846216,1.323866,0.0341751499004563,1.303055,15.0,4.960000038146973,1998-05-22,2023-12-29,Finance,Finance/Investors Services,0.2101572123104301
hl,3016357.830615942,4371412.426089,18.555711258356737,91.250065,0.0672620054968968,3.987301,0.0681401561721472,3.987264,17.333332061767578,4.809999942779541,1980-03-17,2023-12-29,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0.6329644109015492
hlf,2962151.189482471,4658637.617587,22.15437275099144,126.052093,0.0715426873448337,2.882987,0.0747725781407211,2.882533,3.680000066757202,15.260000228881836,2004-12-16,2023-12-29,Health Care,Other Pharmaceuticals,0.45765999810193025
hli,298985.5450236967,327449.772569,14.73512443907065,82.592278,0.0941982811203246,1.710942,0.1031768789068846,1.711824,22.39999961853028,119.91000366210938,2015-08-13,2023-12-29,Finance,Investment Managers,0.2716036223793284
hlio,110441.63982589771,155748.296299,129.46639494527363,1166.162734,0.0910942046979196,3.138182,0.1008096150927142,3.137148,3.0740740299224854,45.34999847412109,1997-01-09,2023-12-29,Industrials,Metal Fabrications,0.4981709484515579
hlt,2712664.964017398,2203051.707813,11.129560314082278,59.71945,0.0730173317307495,1.840451,0.0750261386652866,1.84036,44.11800003051758,182.08999633789065,2013-12-12,2023-12-29,Consumer Discretionary,Hotels/Resorts,0.2921625387720082
hlx,1380618.6984555405,1201717.012421,36.26372922270546,829.503136,0.0875583424148384,3.897907,0.0875583424148384,3.897907,5.0,10.279999732971191,1997-07-01,2023-12-29,Energy,Oilfield Services/Equipment,0.6187735533394707
hmc,518271.0839002268,641845.510927,66.93597681685415,608.762057,0.0503718228813783,1.912105,0.0544419906085193,1.913353,0.893750011920929,30.90999984741211,1980-03-17,2023-12-29,Consumer Discretionary,Auto Manufacturing,0.30353725863858955
hmn,174801.59534998762,173272.809971,67.80009912133582,814.687312,0.0405200033959429,2.199643,0.0499095866030009,2.198965,9.0,32.70000076293945,1991-11-15,2023-12-29,Finance,Property-Casualty Insurers,0.349182501067443
hmy,2687319.229711142,2974491.035031,179.50928903177876,3087.829868,0.0778538298913276,3.896791,0.0815936867949027,3.897927,5.0,6.150000095367432,1994-05-17,2023-12-29,Basic Materials,Precious Metals,0.6185963938316819
hni,148154.8744998181,189891.576558,128.82912659963625,926.965635,0.0563762499715163,2.334923,0.0637767956057607,2.33441,1.6875,41.83000183105469,1980-03-17,2023-12-29,Consumer Discretionary,Office Equipment/Supplies/Services,0.370657535309092
hog,1968417.4870329208,1961457.820153,22.224825836862166,144.546771,0.0822278771527856,2.564148,0.0870691069027867,2.563408,0.34375,36.84000015258789,1986-07-08,2023-12-29,Consumer Discretionary,Motor Vehicles,0.40704587596581887
homb,564895.8573696145,654710.894888,20.430627507598096,116.804364,0.0655870563710357,2.234568,0.0724875373393851,2.237573,4.208754062652588,25.32999992370605,2006-06-23,2023-12-29,Finance,Major Banks,0.35472667293977883
hous,1826279.6243798723,1779134.818005,14.394253424317617,86.06793,0.0071029574165745,3.38154,0.0095476386270027,3.381579,34.20000076293945,8.109999656677246,2012-10-11,2023-12-29,Finance,Real Estate,0.5368028333050414
hov,58970.34903703704,89874.843314,60.87219550256816,424.643031,0.095575154439925,4.064512,0.095575154439925,4.064512,36.45833206176758,155.6199951171875,1983-09-07,2023-12-29,Consumer Discretionary,Homebuilding,0.6452212771702657
hp,929828.9543743688,989698.199376,33.5247860166177,201.398424,0.0473882936210811,2.700624,0.0570983787410621,2.692158,11.1875,36.220001220703125,1980-10-15,2023-12-29,Energy,Oil & Gas Production,0.42871076932154994
hpe,12862019.055232558,7200364.470356,9.322444232186138,63.593359,0.0516076890250738,2.189888,0.0625687385448859,2.18935,9.618976593017578,16.979999542236328,2015-10-19,2023-12-29,Technology,Retail: Computer Software & Peripheral Equipment,0.34763394282507687
hpf,52572.93275569788,32487.9264,12.225754926526,61.09986,0.0053193004606773,1.682404,0.0390497748941264,1.672864,25.01000022888184,15.779999732971191,2002-11-26,2023-12-29,Finance,Finance Companies,0.26707335532441867
hpi,65934.31677018634,43910.828644,11.546594511551156,61.569601,0.0060291764082245,1.763003,0.0399597764600221,1.755972,25.600000381469727,15.779999732971191,2003-07-15,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.2798680499196484
hpp,1049591.066705848,1446524.024066,20.04053895590829,103.537025,0.0042735114793487,2.128583,0.0178120505940832,2.122032,17.399999618530273,9.3100004196167,2010-06-24,2023-12-29,Finance,Real Estate,0.33790207577758796
hpq,14494798.63052672,17076046.168525,18.4978952987504,97.860241,0.0607373213708678,2.257866,0.0675524352810984,2.257291,0.1241770014166832,30.09000015258789,1962-01-02,2023-12-29,Technology,Computer Manufacturing,0.3584251157824898
hps,75077.9152968478,45566.889295,11.272647928433267,65.302345,0.0029526010560214,1.685236,0.036369936217782,1.677346,25.100000381469727,14.140000343322754,2003-06-17,2023-12-29,Finance,Investment Managers,0.2675229213871948
hqh,72612.93532338309,74955.337885,21.922887081665763,124.758237,0.0222035931010216,1.810876,0.0524579392695883,1.77666,9.75,16.56999969482422,1987-04-23,2023-12-29,Finance,Finance Companies,0.2874676530705241
hql,54320.90282131662,47784.242152,21.93672284524705,133.919068,0.0135000279774647,1.721949,0.0449879532180018,1.695261,15.0,13.460000038146973,1992-05-01,2023-12-29,Finance,Investment Managers,0.27335092946018164
hr,653607.450674974,1218071.35728,21.37374102505517,294.287673,0.016398598203985,1.890567,0.0528041646389236,1.89815,19.31999969482422,17.229999542236328,1993-05-27,2023-12-29,Real Estate,Real Estate Investment Trusts,0.300118207134327
hrb,1885561.037037037,1934154.91307,39.78316027425141,220.259189,0.0601191233517997,2.182031,0.0692559752341817,2.181519,0.4609380066394806,48.369998931884766,1973-02-21,2023-12-29,Consumer Discretionary,Other Consumer Services,0.3463866827420148
hri,1163266.192200557,1554293.570953,14.789539668446713,80.32566,0.1014009594392574,3.861665,0.1023696516807,3.861869,47.15999984741211,148.88999938964844,2006-11-16,2023-12-29,Industrials,Misc Corporate Leasing Services,0.6130203141985346
hrl,1191245.3207341451,1248682.782055,55.5533761348478,353.567245,0.0567243776736879,1.6111,0.0631345355556087,1.610005,0.259766012430191,32.11000061035156,1980-03-17,2023-12-29,Consumer Staples,Meat/Poultry/Fish,0.2557541962353697
hrtg,202538.13068651775,238896.219779,19.467400786925943,92.433799,0.0276680448124993,3.246499,0.0337426310816116,3.246847,11.5,6.519999980926514,2014-05-23,2023-12-29,Finance,Property-Casualty Insurers,0.515365739137193
hsbc,1714486.8887083672,1541244.530621,11.944899032499189,128.422141,0.0079998225655285,1.723107,0.0265793487674791,1.71335,62.0625,40.540000915527344,1999-07-16,2023-12-29,Finance,Savings Institutions,0.27353475626127444
hsy,885403.5051172901,758341.368411,22.65905547581522,154.786329,0.0608486910575602,1.546432,0.0687115285423094,1.54621,0.84375,186.44000244140625,1980-03-17,2023-12-29,Consumer Staples,Specialty Foods,0.24548846948833422
ht,261521.10215053763,408837.69263,56.241958094019886,350.083582,0.0337364637174096,3.151514,0.0628969218590927,3.14545,24.5,9.989999771118164,1999-01-21,2023-11-27,Real Estate,Real Estate Investment Trusts,0.5002873378403048
htd,101700.9205523314,56516.475516,8.715385903322657,50.103942,0.0099052629175513,1.469975,0.0413869102747229,1.46071,20.0,18.96999931335449,2004-02-25,2023-12-29,Finance,Finance Companies,0.23335129700893031
htgc,480882.6589595376,550328.032248,26.947560080299787,306.188263,0.0283876731746841,2.146615,0.0680001623378135,2.1223,12.960000038146973,16.670000076293945,2005-06-09,2023-12-29,Finance,Investment Managers,0.340764567036055
hth,355947.99040191964,388331.734661,19.256149657,89.995056,0.0325303395826321,1.997567,0.0369429180280877,1.997016,18.75,35.209999084472656,2004-02-19,2023-12-29,Finance,Major Banks,0.3171039305513617
hty,38814.48461162677,31364.324136,23.696699590276083,100.308634,-0.0206717243637556,1.600856,0.0228615533928817,1.565693,20.200000762939453,5.110000133514404,2007-09-26,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.254128011649537
hubb,229136.8498088476,224671.660569,17.074317165642494,89.97705,0.0487845654963966,1.728014,0.0602670361664649,1.725985,27.559999465942383,328.92999267578125,1994-10-31,2023-12-29,Technology,Electrical Products,0.274313718362278
hubs,518529.88802756247,376982.985938,12.112780791469197,64.622324,0.1779278246612416,3.179044,0.1779278246612416,3.179044,30.100000381469727,580.5399780273438,2014-10-09,2023-12-29,Technology,Computer Software: Prepackaged Software,0.5046575898559212
hum,1128541.224971666,1292136.731518,16.370427034287335,83.648179,0.0701610694443475,2.515202,0.0814986936465027,2.435593,9.722222328186035,457.80999755859375,1981-12-31,2023-12-29,Health Care,Medical Specialities,0.39927593934553685
hun,2950156.4814814813,2463544.764494,15.128155121237633,113.909997,0.0504601998474579,3.140749,0.0615474476697636,3.142564,24.5,25.1299991607666,2005-02-14,2023-12-29,Industrials,Major Chemicals,0.4985784470684882
huya,2753453.9816772374,2109308.106663,12.790866870239777,71.709668,0.0152346062872063,4.955788,0.0152346062872063,4.955788,16.059999465942383,3.660000085830689,2018-05-11,2023-12-29,Technology,Computer Software: Programming Data Processing,0.78670695590149
hvt,87462.53416634127,102029.584489,189.3545968708386,1452.658625,0.0758353732577571,2.760917,0.0877300805420974,2.756798,0.7333329916000366,35.5,1980-03-17,2023-12-29,Consumer Discretionary,Other Specialty Stores,0.43828198634943105
hwm,3517170.741369553,2203294.829473,10.164381405436014,58.335574,0.0994600786488997,2.649248,0.1014542528303794,2.649598,17.40999984741211,54.119998931884766,2016-11-08,2023-12-29,Industrials,Metal Fabrications,0.42055508216011467
hxl,362414.7317382636,528617.630932,76.18487195178102,620.321136,0.0595732713872744,3.0049,0.0615300454831478,3.004687,16.666667938232422,73.75,1980-03-17,2023-12-29,Industrials,Major Chemicals,0.4770130868770794
hy,63276.325088339225,41729.184433,15.525055289501587,80.173125,0.0503187083936934,2.654365,0.0591538241927378,2.654843,40.52000045776367,62.18999862670898,2012-10-01,2023-12-29,Industrials,Construction/Ag Equipment/Trucks,0.42136738072763774
hyb,45980.57319907049,46350.143951,21.331085996569275,101.994465,-0.0079871699608695,1.653419,0.0351992257219375,1.63406,50.0,7.039999961853027,1988-02-19,2023-12-29,Finance,Investment Managers,0.26247212921934626
hyi,78304.82654600302,49869.078877,16.707915438442967,90.681353,-0.0113955410505026,0.871013,0.0218592116365615,0.858769,20.01000022888184,12.09000015258789,2010-10-27,2023-12-29,Finance,Investment Managers,0.13826902720225814
hyt,291404.5524691358,263695.177337,11.588771986108434,66.197091,-0.0018047904482872,1.196629,0.0353263070709223,1.183001,15.020000457763672,9.43000030517578,2003-05-29,2023-12-29,Finance,Finance Companies,0.18995896473647458
hzo,211065.38521400775,221199.798746,61.15930478051059,960.659966,0.0863979194731587,3.72819,0.0863979194731587,3.72819,12.5625,38.900001525878906,1998-06-03,2023-12-29,Consumer Discretionary,Auto & Home Supply Stores,0.5918318148238738
iae,46515.54502369668,28554.376548,18.08312896373548,80.923295,-0.0207470016293177,1.62262,0.0204754353119221,1.594146,25.030000686645508,6.010000228881836,2007-03-28,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.25758293954157757
iag,4230288.179347826,3817340.971999,11.62381739701029,62.779833,0.054606527642906,3.654242,0.0570078365401584,3.654678,4.679999828338623,2.5299999713897705,2003-07-15,2023-12-29,Basic Materials,Gold,0.5800929337468375
ibm,5089002.181631737,4613811.278011,8.367276926611973,55.655808,0.0325473631915665,1.586697,0.0423958489708498,1.583332,7.2912678718566895,163.5500030517578,1962-01-02,2023-12-29,Technology,Computer Manufacturing,0.2518803400807352
ibn,8119145.219210174,7288187.231369,47.01388525472803,1063.094934,0.0841453284594136,3.073399,0.0889903502668084,3.072333,2.590909004211426,23.84000015258789,2000-03-28,2023-12-29,Finance,Commercial Banks,0.48788696602047615
ibp,202838.43988741457,161780.541594,14.909173297666934,71.005195,0.1509121353653478,2.959257,0.1528754190609788,2.958311,12.800000190734863,182.82000732421875,2014-02-13,2023-12-29,Consumer Discretionary,Homebuilding,0.46976748525162404
icd,118202.20718816068,877481.849682,58.76336127538072,781.984676,-0.012073352960104,6.498416,-0.012073352960104,6.498416,221.1999969482422,2.450000047683716,2014-08-08,2023-12-29,Energy,Oil & Gas Production,1.0315915591105869
ice,5036297.763157895,5575580.440493,8.855880498354903,53.030512,0.0923574083950626,2.504726,0.0952407054460734,2.504351,7.849999904632568,128.42999267578125,2005-11-16,2023-12-29,Finance,Investment Bankers/Brokers/Service,0.39761292590145403
icl,262444.53759496985,615029.806079,926.9591016333854,46978.959666,0.0566918697543878,2.877055,0.0695011127101508,2.88374,2.799999952316284,5.010000228881836,2005-03-22,2023-12-29,Industrials,Agricultural Chemicals,0.45671832229529613
ida,149684.74193045378,230025.892531,42.90629350487329,451.799012,0.0235209971739178,1.335303,0.0375221035473188,1.330869,15.1875,98.31999969482422,1973-02-21,2023-12-29,Utilities,Electric Utilities: Central,0.21197277977510884
ide,70979.29754426042,43351.074376,12.710086343044846,64.06211,-0.0098703810681896,1.366048,0.0287618183772189,1.329025,20.0,10.18000030517578,2010-02-02,2023-12-29,Finance,Finance/Investors Services,0.2168533972186297
idt,145576.7598944591,233377.130332,26.25383488212526,151.372172,0.0786383736712646,4.043353,0.0939540047034575,4.000181,33.60101318359375,34.09000015258789,2001-05-16,2023-12-29,Telecommunications,Telecommunications Equipment,0.6418623900508167
iex,283417.21012075903,320901.962297,71.20603466758685,963.105114,0.0652954494007427,1.765411,0.0704336872085225,1.765024,2.888889074325561,217.1100006103516,1989-06-02,2023-12-29,Industrials,Fluid Controls,0.28025030806907103
iff,467421.2679928837,771319.167929,25.66585260727861,137.402142,0.034749799435564,1.740429,0.0456877797085263,1.739842,7.25,80.97000122070312,1974-12-17,2023-12-29,Industrials,Major Chemicals,0.27628453851389007
ifn,201841.25781146128,233030.873042,29.83747768297872,207.305586,0.0253363052674014,2.127954,0.0545008309189037,2.084325,15.0,18.290000915527344,1994-02-15,2023-12-29,Finance,Finance/Investors Services,0.3378022251231084
ifs,63215.892857142855,113063.727382,71.38454354781055,420.787195,-0.0341669488741691,2.601702,-0.0136142304661142,2.57568,47.0,21.950000762939453,2019-07-19,2023-12-29,Finance,Commercial Banks,0.41300738864996206
iga,63357.01792741583,34444.676355,12.166880300677892,59.1656,-0.0090542716546185,1.385247,0.0298747856430972,1.351377,20.01000022888184,8.520000457763672,2005-10-27,2023-12-29,Finance,Investment Managers,0.21990114398389746
igd,328198.9413508363,184245.471455,8.816733990681914,52.590053,-0.0193826294507872,1.432291,0.0231216251410845,1.407235,20.020000457763672,4.96999979019165,2005-03-29,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.2273691474645608
igi,33915.50684931507,25838.629767,17.191406868183066,80.456918,0.0014649489846554,1.004304,0.0228354383181478,1.004734,20.040000915527344,17.579999923706055,2009-07-01,2023-12-29,Finance,Investment Managers,0.1594283174824448
igr,367571.68300980586,199511.034349,7.924154407325861,49.588212,-0.00040601844038,1.991723,0.0366000555428379,1.973081,15.109999656677246,5.429999828338623,2004-02-25,2023-12-29,Finance,Finance Companies,0.31617622431164993
igt,3106769.401669213,2755232.349791,17.980144596520105,97.451433,0.0868357735261807,2.817064,0.0932049793070413,2.813972,0.4921880066394806,27.40999984741211,1990-03-26,2023-12-29,Consumer Discretionary,Services-Misc. Amusement & Recreation,0.44719504628117157
ihd,72833.54231974922,45477.078713,17.75546700909376,89.243147,-0.0329230928498366,1.316571,0.0083357225163055,1.283088,19.989999771118164,5.289999961853027,2011-04-28,2023-12-29,Finance,Investment Managers,0.20899916696157714
ihg,148152.5327066948,189606.452966,37.90614894646969,196.673116,0.0608913163370619,2.118439,0.0736872878572074,2.100487,12.348322868347168,91.18000030517578,2003-04-15,2023-12-29,Consumer Discretionary,Hotels/Resorts,0.33629176569962166
ihit,62429.1622234827,54274.452539,30.589498856413165,141.423431,-0.0155856911004414,1.001699,0.0076043005227309,0.99784,10.0,6.920000076293945,2016-11-23,2023-11-27,Finance,Investment Managers,0.15901478655252535
ihta,23996.65134602758,26227.721952,86.76686219842313,345.112685,-0.0130164511165302,1.485378,0.0099076182057711,1.486458,10.0,6.889999866485596,2017-11-30,2023-12-29,Finance,Finance/Investors Services,0.23579644745558997
iif,93171.58818834796,97486.885609,45.416818752560864,278.529532,0.0291270306855398,2.197937,0.0553783763557262,2.11582,15.0,21.46999931335449,1994-02-18,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.3489116819632424
iiin,100587.38991703892,164623.1385,142.61975073129946,1276.342195,0.1071533296524566,4.039139,0.1174709308462627,4.034929,4.6875,38.290000915527344,1992-03-17,2023-12-29,Industrials,Steel/Iron Ore,0.6411934382893272
iim,75000.9522583966,91802.161599,22.21437545019305,105.003541,0.0007147567721216,0.879045,0.0229879416002828,0.875461,15.0,11.729999542236328,1993-02-19,2023-12-29,Finance,Investment Managers,0.1395440676740864
iipr,289518.5289163392,267801.399738,18.47656103202247,92.381277,0.1454967427417357,3.210573,0.1626390634951427,3.20604,19.14999961853028,100.81999969482422,2016-12-01,2023-12-29,Finance,Real Estate,0.5096626634411145
imax,560745.0806451613,718774.333258,50.55908826253529,338.612815,0.0825159324770997,3.717707,0.0825159324770997,3.717707,6.5,15.020000457763672,1994-06-10,2023-12-29,Consumer Discretionary,Industrial Machinery/Components,0.5901676901642404
infy,11334407.672593305,9183882.982254,15.061266813200897,76.614264,0.0930421098790236,2.877416,0.0996473238068819,2.87596,0.7324219942092896,18.3799991607666,1999-03-11,2023-12-29,Technology,EDP Services,0.45677562926869386
ing,1998984.3174431203,2433452.026304,36.282936413246645,423.631802,0.0536416538959115,3.048301,0.066932519978989,3.045266,8.140625,15.020000457763672,1994-05-18,2023-12-29,Finance,Commercial Banks,0.48390278203617015
ingr,482708.9244851258,421091.903309,14.517050678669516,80.241046,0.0516624229782006,2.038938,0.0588946077870898,2.040758,14.5,108.52999877929688,1997-12-11,2023-12-29,Consumer Staples,Packaged Foods,0.32367137320076483
inn,661088.1627620222,673932.677533,18.45793753345668,153.665319,0.0219993858943636,2.547647,0.0347825369678656,2.546198,9.6899995803833,6.71999979019165,2011-02-09,2023-12-29,Real Estate,Real Estate Investment Trusts,0.4044264234227863
insi,10085.070268297137,13449.467747,68.38535368312495,286.60253,0.0072966662449746,1.054296,0.0298332593102051,1.044884,13.125,15.970000267028809,1980-03-17,2023-12-29,Finance,Investment Managers,0.16736430145500922
insp,323225.1228070175,262653.817775,13.341710077247193,68.870941,0.2114668097256584,3.58544,0.2114668097256584,3.58544,24.979999542236328,203.42999267578125,2018-05-03,2023-12-29,Health Care,Medical/Dental Instruments,0.5691709548446056
insw,341116.5455561766,279795.269342,28.80380283165548,606.546838,0.1378962440249373,3.306925,0.1532065909760011,3.294816,9.899999618530272,45.47999954223633,2016-11-16,2023-12-29,Consumer Discretionary,Marine Transportation,0.5249580692605363
invh,3367249.0229885057,3258685.312075,13.033271776308222,82.286456,0.0454653845668127,1.701599,0.0542096486462154,1.698034,20.0,34.11000061035156,2017-02-01,2023-12-29,Real Estate,Real Estate Investment Trusts,0.2701204671093718
